number_of_rooms,lot_size,house_size,number_of_bathrooms,size_of_the_yard,distance_to_santa_monica,distance_to_malibu,distance_to_closest_freeway_entrance,distance_to_shopping_center,distance_to_the_beach,solar_pannel,number_of_parking_spot,gated,HOA,school_district,price
7,2162,3054,3.9,0,0.5,23.33,2.11,0.21,0.86,1,3,0,0,7.58,3048802
7,4945,3469,3.4,729,2.89,18.36,1.35,1.71,3.8,0,4,0,0,7.58,1875745
6,3240,2653,3.4,1552,2.43,18.18,1.05,1.26,0.21,1,4,0,0,7.76,2344635
7,27217,2580,4.6,25150,17.4,5.24,9.99,3.91,1.54,1,3,0,1,7.83,3528839
4,5657,1241,2.4,4733,1.01,13.72,0.9,1.48,0.28,1,2,0,1,7.74,511646
4,3992,1811,2.8,2636,0.21,21.96,0.35,1.12,0.79,0,4,0,0,7.55,1144437
4,6956,1953,2.6,5365,2.9,23.17,0.49,1.28,3.57,0,3,0,0,7.51,250000
7,4563,3188,3.8,1345,3.64,19.68,1.62,1.01,3.25,0,5,1,0,7.69,1772925
10,11846,4822,6,7525,22.68,4.12,13.11,1.17,1.65,1,6,0,1,8.17,6661266
3,5353,1283,2.5,4591,2.06,21.98,1.44,1,1.2,0,2,1,0,7.88,250000
2,3302,1120,1.8,2405,2.1,23.44,1.19,1.15,1.01,1,2,0,0,7.36,250000
10,28959,4232,5.7,25384,22.36,2.08,6.22,2.19,0.83,0,6,1,0,8.18,6146795
4,3265,1916,2.8,1073,1.2,22.59,1.78,1.53,3.95,0,4,0,1,7.64,250000
4,3033,2348,2.5,691,3.58,20.46,1.4,1.19,2.91,1,2,0,0,7.21,634403
3,6604,1727,2.9,5508,3.76,25.23,0.37,1.47,1.12,1,3,0,1,7.71,250000
4,2955,1623,3.5,1173,2.47,24.38,1.49,1.09,3.75,0,2,0,0,7.54,250000
6,46533,2938,3,43458,22.27,5.09,10.24,3.94,1.11,1,4,0,0,8.03,4600830
7,15370,3335,4.2,12196,14.69,8.83,9.48,6.94,1.97,1,5,0,1,7.87,3875244
4,4997,2446,3.6,3416,2.43,22.79,1.55,1.21,0.72,0,3,0,0,7.73,1984466
2,6417,935,2,5860,2.37,22.79,1.22,1.01,1.78,0,2,0,0,7.37,250000
3,3454,1473,2.4,2784,0.85,15.88,2.4,0.85,0.89,0,3,0,0,7.41,684049
4,3649,2049,3.7,3370,2.41,16,0.31,0.77,2.91,0,3,0,0,7.63,341290
5,37292,2642,3.9,35492,15.32,0.56,8.26,3.92,0.55,0,5,1,0,7.97,4039076
3,6930,1398,2.1,5064,0.54,19.06,0.91,0.58,1.67,0,2,0,0,7.59,419312
5,4885,2008,3.4,3137,2.15,15.83,1.41,0.59,2.14,0,3,0,0,7.95,413615
10,21494,5192,6.3,16626,23.89,1.85,13.57,3.25,1.46,0,6,0,0,7.69,7729459
5,3689,2296,4,1786,1.96,12.34,0.87,1.48,0.55,1,3,1,1,7.5,2195682
7,3600,3021,3.3,1084,0.61,16.54,1.25,0.67,0.11,0,5,0,1,7.77,3085494
5,34608,2389,3.1,32044,16.19,7.71,10.53,7.61,0.98,0,3,0,1,7.55,3357653
8,6508,3301,5.1,3796,3.58,14.75,1.59,0.29,1.54,0,5,0,0,8.04,2223027
10,13800,4936,5.7,9072,14.77,4.58,12.79,6.48,1.18,1,6,1,1,8.59,7296861
4,10870,2341,4.1,8849,16.26,8.97,13.45,3.36,1.86,0,4,0,0,7.56,2536328
7,6432,2190,4.7,4372,3.13,25.92,0.59,1.2,3.95,0,3,0,0,7.52,617489
6,5468,2177,3.4,2972,2.19,17.77,1.56,0.28,1.52,0,3,0,0,7.76,1646203
9,20310,4173,5.6,16547,19.43,3.68,6.78,2.14,1.76,0,6,1,0,8.11,6523279
5,5404,2827,2.2,2055,1.1,14.49,1.63,1.55,3.9,1,4,0,1,7.13,1316648
10,46644,6257,6.2,41035,22.49,8.86,4.89,5.69,0.27,0,6,0,0,8.03,9877719
2,3132,902,2.4,1530,0.76,19.42,1.62,1.46,0.3,0,1,0,1,7.7,250000
7,8149,2923,4.2,5335,1.48,22.19,0.89,1.27,4.14,1,5,0,0,7.54,1477063
4,4652,1566,2.5,2625,2.05,16.16,1.75,1.43,1.13,0,2,0,0,7.52,696307
3,2951,1708,2.5,1168,1.55,19.78,0.95,1.43,0.55,0,4,0,0,7.83,832161
3,3634,909,2.7,2814,0.32,13.52,0.95,1.16,0.97,1,4,0,0,7.4,250000
10,48804,4220,6,45369,22.58,7.77,8.83,7.32,0.93,0,5,0,0,7.95,6196748
4,6529,2197,2.6,3620,2.1,20.24,0.77,1.31,0.25,1,4,1,1,8.13,1661414
5,20582,2062,3.9,18121,14.09,5.05,11.32,5.53,0.96,0,4,0,1,7.55,2728237
4,5792,1843,2.4,3919,0.63,13.4,0.33,0.7,0.68,1,2,0,0,7.86,1226325
4,2511,2114,3.1,1782,0.6,16.49,2.01,0.41,1.47,0,4,0,0,7.61,1584691
5,6611,2498,4,4542,1.59,19.72,1.18,1.48,0.33,0,4,1,1,8.04,2353347
5,1999,2380,3.2,0,0.57,18.63,1.15,0.88,1.69,1,4,0,1,7.65,1928060
10,14090,5006,4.7,9578,12.56,2.29,10.34,1.13,0.29,0,6,0,0,8.39,7771442
4,6913,1540,2.8,5640,3.04,15.94,0.83,0.32,3.87,0,2,0,0,7.5,250000
8,34749,3246,5.1,31315,27.01,3.77,13.15,6.96,1.1,1,5,0,1,7.51,4944428
9,27885,4120,4.7,25491,12.44,4.13,5.67,2.79,0.58,0,6,1,0,8.31,6365907
6,4381,2255,4.1,2272,0.56,15.03,2.03,0.89,0.64,1,2,0,1,7.57,2036559
7,6667,2817,4.3,4192,1.46,18.77,0.42,1.01,0.66,0,4,0,1,8.11,2788822
7,4107,3195,4.1,1294,1.75,20.21,1,0.23,1.71,1,3,1,0,7.96,3117393
3,4903,1477,2.5,4034,1.92,21.87,0.99,1.54,1.76,0,1,0,1,7.4,250000
5,6935,2957,3.7,4286,3.75,22.54,0.76,1.62,3.44,0,5,0,0,7.9,1229936
4,5487,1997,3.3,4319,1.78,18.38,0.6,0.77,1.74,0,2,0,1,7.62,1300876
2,8539,1163,2.1,7102,2.18,21.38,1.45,1.86,1,0,3,0,0,7.46,250000
4,3045,2087,2.8,422,1.81,21.52,0.45,0.48,1.41,0,3,0,0,7.49,1413675
6,4271,1716,4.1,2611,2.26,13.48,1.89,0.96,1.47,0,2,0,0,7.88,1057447
5,5458,2024,3.2,3379,1.57,16.44,0.48,1.43,1.52,1,2,0,0,7.5,1370549
7,1891,3014,4.6,0,0.95,13.22,1.97,0.51,0.41,0,4,0,1,7.65,3230129
6,4641,2337,2.5,2134,0.27,19.37,1.92,0.35,0.52,0,5,0,1,8,2024557
7,5405,3060,4.3,3045,0.53,18.26,1.83,0.42,1.38,0,4,0,0,7.77,3137841
10,14615,5695,5.6,10665,13.76,0.37,13.95,1.33,0.98,0,6,0,0,7.95,7742836
3,3108,1716,2.2,1747,1.01,17.85,0.68,1.2,1.56,0,3,0,0,7.72,751388
6,3769,2790,3.8,903,1.96,16.67,0.58,1.4,3.69,0,3,0,0,7.81,1019313
6,3959,2872,4,2446,1.69,13.25,2.16,1.05,0.87,1,5,0,0,7.73,2852419
3,2484,1414,1.8,823,1.31,15.83,0.77,0.65,1.29,1,2,1,0,8.05,343439
10,54548,4021,4.9,50659,27.72,9.71,9.06,4.7,1.37,1,5,1,0,7.96,7044464
6,5600,2433,3.6,3485,2.49,24.24,1.29,0.94,3.41,0,4,1,0,7.85,843199
5,4603,1838,3,3049,1.36,20.88,1.61,0.51,1.12,1,4,0,1,7.7,1298234
2,4162,1312,2.5,3490,1.61,14.28,1.36,0.39,0.41,0,3,0,1,7.6,502407
8,7301,3089,4,5070,3.77,19.97,0.51,1.58,1.44,0,5,1,0,8,1923550
10,36207,4735,5,30232,20.62,0.62,10.81,3.38,1.88,0,6,0,0,7.93,7661322
4,5917,2496,3.8,3862,3.11,21.55,0.64,1.2,1.86,0,4,1,0,7.68,1029956
4,4078,1740,2.5,2840,1.63,14.35,2.31,0.82,1.16,1,3,0,1,7.47,1141822
5,2271,1808,2.8,391,2.55,18,1.31,1.14,4.36,1,3,0,0,7.06,250000
3,2930,1345,1.7,2359,2.21,20.24,1.52,1.25,4.16,1,3,0,0,7.4,250000
2,4107,1469,1.5,2056,1.05,23.83,1.07,1.09,0.53,0,3,0,0,7.9,331283
7,5162,3294,4.1,2264,1.59,18.31,1.1,0.73,4.49,0,4,1,0,7.6,1873790
7,4930,2889,5,2944,1.51,17.31,1.57,0.76,0.34,0,3,0,1,7.98,2898730
7,8060,3203,3.7,4433,2.48,16.35,1.38,0.95,3.08,1,4,0,0,7.57,1949731
6,4397,3077,3.9,1297,2.82,17.81,0.77,1.52,2.93,0,5,0,0,7.46,1681718
10,41706,6274,6,37524,18.33,0.53,9.76,3.24,0.95,0,6,0,1,8.1,10640601
6,3955,3163,3.2,1446,2.83,23.3,0.96,0.61,2.5,0,4,1,0,7.93,1636759
10,10451,6705,6.2,4334,12.68,1.98,9.85,1.38,0.41,1,6,1,1,8.65,10003008
10,14728,5032,5.2,9832,14.37,8.72,4.66,7.91,0.86,0,6,1,1,7.68,7321846
4,3344,2190,3.4,800,2.22,13.93,0.77,1.04,0.2,0,2,0,1,8.2,1670108
3,5509,2243,2.1,4215,0.22,14.38,0.74,0.34,1.22,0,2,0,1,7.68,1669101
4,3226,2079,3.2,781,0.95,12.29,0.79,0.23,1.71,1,3,1,1,7.69,1672816
7,28882,2741,4,27445,13.85,2.24,9.72,2.56,1.34,0,5,1,0,7.95,3980689
7,29414,3373,4.1,25842,16.45,2.5,13.12,2.93,1.33,0,5,0,0,7.7,4651463
3,5473,1489,2.5,4093,1.69,19.19,2.28,0.22,0.46,1,3,0,1,7.6,829745
4,27999,1794,2.6,26810,23.4,1.68,13.27,3.81,0.26,0,3,0,1,7.68,2231125
10,38212,5411,5.9,32414,25.47,5.33,12.45,5.4,1.4,1,6,1,0,7.97,7201179
5,4747,2818,3.2,2638,0.81,12.84,1.69,1.15,1.72,0,5,0,1,7.87,2470015
10,32386,6968,5.6,26572,18.85,4.9,10.74,2.14,1.81,1,6,0,1,8.25,9075402
4,6728,1408,2.3,5158,0.58,13.21,1.3,0.48,1.36,1,2,0,0,7.52,649355
6,2609,2847,3.7,989,0.51,13.34,2.24,0.72,0.37,1,3,0,1,7.78,2741386
4,4361,1860,2.8,2523,2.45,23.01,1.58,0.35,1.05,1,3,0,0,7.67,1144066
10,23675,4384,6.2,19167,12.11,4.21,9.55,4.5,0.87,1,6,0,0,8.14,6487610
10,18111,5615,5.7,12981,13.65,0.49,12.37,1.74,0.39,0,6,0,0,8.3,8359855
6,2423,2551,3.2,0,3.71,17.87,0.7,0.65,2.77,1,5,0,0,8,887562
6,5014,2036,3.1,2651,1.27,15.86,0.32,0.69,0.78,0,3,0,1,7.77,1630823
4,4730,1861,2.8,3077,0.97,23.49,1.3,1.11,1.74,1,3,0,1,7.56,1091816
2,4993,1083,2.1,4724,0.35,19.32,1.7,0.58,0.35,1,3,0,0,7.56,250000
10,47903,4191,5.7,43377,27.99,4.73,10.97,5.62,1.08,1,6,0,0,7.91,6371732
10,40738,6847,5.2,35141,12.64,7.28,7.14,0.97,1.67,0,6,0,0,8.24,10633564
8,51665,3987,4.7,48376,17.17,5.93,10.08,4.94,1.44,0,5,0,1,7.8,6080127
6,6331,2575,4.4,3205,1.2,23.19,2.34,1.1,1.62,0,3,0,0,7.44,2305331
6,4342,3157,3.8,2129,3.93,25.3,1.2,1.96,2.4,0,5,0,0,7.62,1673014
9,8174,3565,5.6,5105,2.23,14.3,0.87,1.39,4.12,0,5,0,0,7.91,2366279
5,2600,2407,3.7,0,0.81,14.04,0.69,0.79,1.09,1,4,0,0,7.52,2130490
6,6748,2803,3.6,3943,3.73,25.37,1.5,1.78,1.07,1,3,0,0,8.03,1314394
10,22267,6621,6.6,15731,15.41,9.21,4.28,4.71,1.97,0,6,0,0,8.38,9284126
5,2838,2665,2.6,1108,0.88,12.78,1.88,1.49,1.06,1,5,1,1,7.78,2597885
5,6733,1567,2.9,5675,2.52,16.5,1.64,0.78,3.82,0,2,0,0,7.76,250000
10,8739,4156,5,4404,25.64,6.57,4.59,3.14,1.16,0,6,1,0,8.26,5127074
7,6130,3070,4,3374,2.42,17.19,1.67,1.3,0.48,0,5,0,1,7.86,3111559
7,6563,2894,4.7,3775,2.56,24.8,0.94,1.13,3.73,0,4,0,0,7.73,1426110
4,3147,2230,3.2,1124,1.8,22.4,2.43,1.35,0.89,1,4,1,1,7.9,1731973
6,4910,2778,4,2962,2.25,23.48,1.91,0.86,1.75,0,4,0,0,7.28,2392924
3,2992,1268,2.9,1928,3.7,17.64,0.72,1.6,2.45,1,4,0,0,7.38,250000
4,4332,1676,3.5,3361,2.61,25.85,0.54,0.64,1.85,0,3,0,0,7.68,250000
3,2788,1304,2.6,2231,0.71,13.99,0.73,1.48,1.11,0,3,0,1,7.48,405435
4,6154,1932,3.4,3811,2.28,16.94,1.27,0.73,1.14,0,4,0,1,7.67,1438727
2,6192,901,2.2,4746,1.25,12.24,1.08,0.99,0.73,0,3,0,1,7.08,250000
6,7278,2853,3.8,5654,2.97,24.85,1.18,0.23,3.16,1,4,1,1,7.89,1428607
4,4265,1479,2.3,2198,1.6,16.13,1.49,0.47,1.93,0,2,0,0,7.91,250000
6,6049,2510,4,4197,2.95,14.73,1.19,1.49,2.09,1,4,0,0,7.69,1170623
4,20801,1680,1.4,18879,21.33,3.68,7.8,4.99,1.28,0,3,1,0,7.78,1637921
8,7910,3831,4.7,5398,23.2,8.66,10.1,2.05,1.78,0,5,1,0,7.75,4986230
2,3715,1585,1.2,2335,1.84,14.53,0.46,0.96,1.46,0,2,0,0,7.66,250000
10,12405,5053,6,8386,12.11,6.4,8.64,4.34,1.22,0,6,1,0,8.04,6717973
3,2342,1829,2.4,1306,1.96,22.16,2.25,0.12,1.44,0,3,1,1,7.42,1095540
4,4975,2228,3.1,3050,1.34,18.45,2.16,0.54,1.04,0,4,1,1,7.8,1896452
10,12720,4405,5.4,8554,14.73,4.51,13.27,6.52,1.59,0,6,0,0,7.99,6163872
3,37481,1758,2.8,36150,12.48,9.03,4.39,5.23,0.67,0,2,1,0,7.87,2484262
7,6984,3251,3.4,3900,3.53,18.22,1.79,0.25,4.45,0,5,0,0,7.66,1673950
6,4048,2420,3.4,1876,1.46,17.88,1.34,1.77,3.06,0,4,1,0,7.89,848045
7,3277,2431,4,1097,1.19,16.85,0.35,1.34,1.6,0,3,0,0,7.33,2154575
2,6569,928,1.8,5712,0.78,17.37,1,0.87,0.88,1,1,0,1,7.43,250000
7,6869,2840,4,3066,3.67,18.78,0.59,1.18,1.22,0,5,0,0,7.62,1689595
10,53361,6615,6,48296,22.06,5.17,10.21,0.89,1.35,0,6,0,1,8.51,11027214
4,6580,2056,2.3,4289,1.73,23.43,2.32,1,0.38,0,3,0,1,7.69,1404014
4,6727,2099,2.9,4892,0.29,15.29,1.32,1.43,1.07,1,4,0,1,7.47,1738159
4,2150,1913,2.1,0,1.66,14.92,1.38,0.74,1.01,0,3,0,1,7.72,1172224
5,5055,2284,3.7,2290,1.04,15.45,0.67,0.4,1.21,0,3,0,1,7.86,1886532
6,3322,2954,3.4,1248,1.54,20.7,0.32,0.29,2.62,0,4,0,0,7.84,1360668
8,59398,3887,4.8,55218,17.93,7.08,4.58,1.09,0.74,1,6,0,0,7.77,6621589
7,4235,3096,4.4,1507,1.68,22.03,2.46,0.86,0.5,1,5,1,1,7.77,3581033
7,47687,3452,4.5,45208,19.97,6.42,4.28,2.58,0.58,0,5,0,1,7.71,5889978
10,48505,6090,5,42796,16.42,4.6,10.94,3.61,0.23,0,6,1,0,8.37,9730176
10,20707,5224,5.1,15692,14.76,3.25,4.78,7.14,0.69,0,6,1,0,7.88,8062036
7,3973,2650,3.9,2128,2.85,14.96,1.66,1.03,1.68,1,3,0,0,7.89,1277389
3,6537,1198,2.6,5312,0.79,12.79,1.14,0.31,1.54,1,2,0,1,7.36,448528
5,2912,2360,4,930,2.13,20.44,1.57,1.95,3.64,0,3,0,0,7.34,671731
10,56723,4453,5.7,52624,22.84,2.86,13.71,2.77,1.79,1,6,1,0,8.1,7347371
10,52476,6077,6.3,47952,15.44,4.38,10.14,5.61,0.74,0,6,0,1,8.35,9506064
6,5237,2960,3.9,2664,0.12,23.76,0.37,0.12,1.56,0,5,1,0,8.09,2719072
8,6437,3336,3.9,2927,3.58,16.72,1.61,0.87,2.51,1,5,0,0,7.48,2224807
5,25060,1513,2.9,24172,27.71,8.64,10.23,0.89,0.53,0,3,1,1,7.8,1791651
10,17026,6951,6,11136,23.22,6.35,7.24,1.76,0.34,0,6,1,0,8.56,9848666
5,2845,2409,3.8,1531,3.56,14.8,0.87,1.65,4,0,4,0,0,7.69,556131
4,7164,1658,3,5518,1.04,22.33,1.65,1.64,3.18,1,3,0,0,7.51,250000
7,3487,3088,4,910,0.47,18.54,0.71,1.2,1.06,1,5,0,0,8.01,3050226
3,3345,1645,2.6,1358,2.15,21.36,1.74,1.23,0.87,0,3,0,0,7.66,744740
3,6962,1521,2.9,5952,2.46,23.24,1.49,0.23,1.28,0,2,0,1,7.59,720705
3,5080,1630,2.1,4266,0.26,22.7,2.5,0.59,1.37,0,3,0,0,7.47,793571
5,2661,1195,2.2,985,1.15,12.78,2.07,1.37,0.52,0,3,0,0,7.61,335350
6,5390,2398,4.4,3086,1.43,12,0.58,1.28,0.56,1,4,0,1,7.64,2380014
4,6688,1414,2.7,6498,1.23,16.28,0.49,0.35,0.59,0,3,1,1,7.78,811818
10,45617,6470,5.1,40177,15.64,9.78,6.85,1.16,1.04,1,6,0,1,8.18,10558843
8,4084,2881,4.1,1239,2.11,19.24,0.64,0.25,1.72,1,6,0,1,7.86,2631301
4,3376,1952,2.4,2309,1.89,12.21,1.17,0.88,0.47,0,4,0,0,7.35,1419831
7,2377,3059,3.2,0,2.29,21.26,0.85,0.55,1.23,0,6,0,1,7.98,2927320
8,5834,3103,5,2714,1.75,16.89,2.05,0.95,1.59,0,5,0,0,7.67,3386820
3,3720,1056,2.7,3704,1.97,21.41,2.07,0.14,0.15,0,1,1,0,7.8,250000
4,5371,2085,2.4,4268,0.45,12.81,0.6,0.29,0.63,1,4,0,0,7.58,1633874
6,43079,2570,3.3,41292,25.42,8.62,12.82,2.78,0.35,0,4,1,1,7.76,3881683
8,7138,3495,4.9,4110,3.55,23.86,1.31,0.41,3.83,1,4,0,0,7.84,2166062
3,8460,1350,3.2,6722,1.74,17.68,0.21,0.87,1.56,0,3,0,0,7.53,250000
4,3943,1892,3.6,3001,1.16,24.71,0.42,0.83,2.33,0,2,0,0,7.61,250000
6,2580,2830,3.2,353,0.42,13.26,1.27,0.71,1.77,0,3,0,0,7.51,2756265
3,4595,1783,2.1,2345,2.03,17.94,2.29,0.41,0.29,1,3,0,0,7.62,1102772
5,32098,2164,3.7,29742,25.11,4.72,10.05,7.23,1.79,1,4,0,0,7.69,2693479
6,25628,2246,4,24517,26.57,5.03,12.89,6.07,1.76,1,4,0,1,7.75,2887838
8,4991,2883,3.5,1872,2.26,12.38,0.57,0.11,0.94,0,5,0,0,7.72,3003799
6,4408,2599,4.6,1640,2.62,16.5,1.2,0.4,2.68,0,5,0,0,7.87,1070092
10,51339,5285,6.2,46832,19.41,2.79,8.28,2.77,1.29,1,6,0,0,8.1,8890774
5,4574,2361,3.1,1565,0.64,13.12,0.89,0.17,0.22,0,5,0,1,7.28,2411460
9,45442,3290,5.3,42258,26.98,8.55,13.55,1.49,1.92,0,4,0,0,7.83,5637328
2,6358,1463,2,4644,2.9,22.17,0.58,0.78,2.34,0,4,1,1,7.55,250000
5,6523,3009,3.7,4530,3.61,17.74,1.23,0.7,2.21,0,5,1,0,7.38,1820328
6,6872,2739,4.2,5086,3.17,24.47,0.56,1.22,3.11,0,3,0,0,7.75,1191823
7,6297,3001,3.8,4355,1.43,13.91,1.99,0.55,1,0,4,0,1,7.89,2993785
4,5954,1877,2.9,4843,1.74,14.85,1.58,1.3,4.44,0,3,0,0,7.63,250000
4,3235,1749,2.6,2010,0.13,16.52,0.5,0.82,0.11,0,3,0,0,7.36,1201489
6,4913,2911,3.8,1043,0.54,21.22,0.41,0.56,0.47,0,4,0,1,7.98,2669534
5,5800,2493,3.2,4036,0.32,22.13,0.69,0.34,1.35,0,3,0,0,8,1934396
5,5750,2373,3.4,3624,0.97,17.19,1.85,0.85,1.58,0,4,0,0,7.68,1826958
4,3410,1825,3,2535,0.79,14.03,1.98,0.65,1.51,0,3,0,0,7.89,1052998
4,6569,1555,2.3,4938,2.78,19.53,0.88,0.94,2.09,0,3,0,1,7.58,250000
7,6240,2944,3.9,3207,26.72,1,10.07,4.45,0.39,1,5,0,0,7.62,3573512
5,5935,2193,3.3,4554,2.19,22.89,1.25,1.35,4.12,0,3,0,0,7.53,396837
7,4374,3158,3.7,1863,3.24,23.26,0.42,0.92,2.88,0,5,0,0,8,1577739
3,2337,1428,2.5,391,1.81,22.73,1.96,0.83,0.28,0,2,0,1,7.72,483680
4,32510,1994,2.1,30968,21.21,8.25,6.89,6.83,1.39,1,3,0,0,7.39,2473861
7,6154,2764,4.5,4202,2.25,17.79,1.54,1.18,0.51,0,3,0,1,7.79,2686616
10,36322,6308,4.8,30432,18.94,7.99,12.7,6.89,1.76,0,6,1,1,8.49,8680526
2,5891,1047,2.9,5026,0.48,16.58,1.53,1.33,1.74,0,1,0,0,7.62,250000
10,49760,5092,4.8,45804,18.02,4.46,8.55,7.63,1.54,0,6,1,0,8.26,7817165
2,5597,1274,2,4574,2.47,21.64,0.94,1.14,0.33,0,2,0,0,7.42,302812
5,6697,2983,3.7,3873,2.19,13.28,0.81,0.96,1.75,1,4,1,1,7.95,2790512
6,3525,2422,4.1,1373,2.94,17.95,0.71,0.31,4.35,0,4,0,0,7.48,747981
6,6553,2990,3.8,3494,1.19,12.94,1.4,0.83,1.5,0,5,0,0,7.76,3037190
7,6123,3543,4,2863,3.75,24.19,0.81,0.46,3.07,1,4,0,0,7.38,2220046
2,8830,1117,1.9,7093,2.59,17.95,0.37,0.98,3.24,0,3,0,1,7.44,250000
5,5018,2715,3.4,2611,1.85,21.03,0.72,1.38,0.8,0,4,0,0,7.8,2381218
6,6492,3185,4.3,3598,2.91,15.38,1.32,1.22,4.38,1,4,0,0,7.59,1688518
2,2664,1021,1.6,1343,1.1,21.58,1.76,1.59,1.89,0,1,0,0,7.6,250000
3,8698,1685,2.7,7201,1.28,20.49,0.5,0.94,1.66,1,3,0,0,7.6,250000
5,5915,2336,3.3,3636,2.22,21.93,1,0.46,1.35,0,3,0,0,7.49,1904424
5,6515,2503,3.9,4569,0.84,22.53,0.85,0.92,0.73,1,3,0,1,8.04,2187298
7,3534,3316,4.1,791,3.51,25.57,1.11,1.42,4.02,0,4,0,0,7.94,1544609
2,3260,1078,1.4,1998,1.39,16.39,1.05,0.74,1.54,0,2,0,0,7.23,250000
10,48816,5869,6.3,43801,12.26,7.59,12.53,5.16,1.53,1,6,1,0,8.24,9757297
2,4244,1511,2,2754,1.52,21.42,0.87,1.14,1.24,0,3,0,1,7.98,379596
3,3688,1322,2.5,1485,1.41,14.26,1.08,0.44,4.03,0,2,0,0,7.71,250000
7,7086,3448,4.4,3787,3.34,17.65,1.41,1.01,3.72,0,4,0,0,7.63,1934585
7,2700,2849,4.8,0,2.58,21.49,1.36,1.42,1.33,0,5,0,0,8.07,1586773
5,2673,1786,3,146,1.2,19.76,1.64,0.9,3.74,0,2,0,0,7.58,250000
3,3312,1932,2.9,1110,1.87,12.53,2.02,0.38,1.39,0,4,0,0,7.63,1174968
7,2606,3044,4,301,2.01,14.83,1.88,1.04,0.4,0,5,0,0,8.02,3069201
5,5085,2349,2.7,3228,0.26,16.92,2.28,1.43,1.43,1,3,1,1,7.39,2015330
5,6257,1661,4.2,3974,2.21,21.44,0.53,2,1.99,0,3,0,0,7.51,250000
5,43797,2345,3.3,41701,27.19,2.32,6.36,1.76,1.48,1,3,1,0,8.09,3617458
2,4595,1343,1.5,3158,2.94,23.22,0.5,1.09,2.39,0,1,0,0,7.47,250000
6,4411,2480,3.3,2837,1.95,12.43,1.48,0.6,1.28,1,4,1,1,7.89,2249330
8,44326,3109,4.1,41323,22.7,0.59,8.71,2.51,0.19,0,4,1,1,7.88,5038474
4,5158,1252,2.9,4341,2.3,21.33,1.22,0.92,1.02,0,2,0,1,7.55,382089
2,8973,1661,1.8,7454,1.41,18.98,0.43,0.24,2.97,0,4,0,1,7.84,250000
4,5320,1289,3.5,4773,1.87,21.44,0.5,0.36,0.89,0,3,0,0,7.61,470945
8,7701,2895,5.1,5408,2.46,17.38,0.91,0.22,3.09,0,4,0,0,7.88,1646632
2,6889,1588,1.4,4590,3.77,21.48,0.37,0.23,1.06,0,2,0,0,7.32,250000
10,31042,4220,4.6,27943,26.85,5.12,9.02,3.41,1.45,1,4,0,0,8.07,6128968
9,4297,3504,5.5,1683,2.03,25.8,0.51,2,1.27,0,5,0,0,8.13,2455385
4,3116,2019,2.7,1959,1.85,22.23,0.49,1.4,1.68,0,5,0,0,7.65,1195808
7,3839,3157,4.3,774,2.21,18.97,1.59,0.59,1.66,1,4,0,0,7.77,1997426
10,21215,4361,5.2,18023,14.77,4.51,5.77,3.01,0.61,1,6,1,1,8.28,6715556
5,6672,2243,2.4,4566,1.83,17.76,0.78,0.81,2.87,0,4,0,1,7.47,677740
5,23488,2172,3.3,21769,16.51,9.65,8.16,7.52,0.3,0,3,1,1,8.05,2725058
10,31141,5575,6.3,26636,15.33,0.33,9.7,6.66,0.92,0,6,0,1,8.41,8760845
9,21456,4217,5.4,18072,21.64,3.58,12.46,5.82,1.49,1,6,0,0,8.41,6006900
3,4929,997,2.7,4132,2.32,22.36,0.73,0.93,1.12,0,1,0,0,7.69,250000
3,6320,1210,2,5298,0.36,16.21,2.25,1.07,0.77,0,2,0,1,7.44,393653
5,4386,1928,2.6,2192,1.21,22.55,1.41,1.42,0.35,1,2,0,0,7.53,1372774
8,2125,2974,4.4,0,0.22,18.2,0.79,0.64,0.94,0,5,1,1,7.66,2943344
4,4273,1598,2.8,3279,2.49,14.22,1.13,0.96,0.69,0,3,0,1,7.73,877673
5,3915,2416,3.5,1077,1.85,23.18,0.87,1.08,0.68,0,4,0,0,7.75,2078059
5,3811,2899,3.7,1811,2.47,16.43,0.42,0.28,1.44,0,4,0,0,7.72,2753645
5,6271,2171,2.9,3574,2.4,17.19,1.78,1.83,2.85,0,4,0,0,7.65,528612
7,7002,3570,4.4,3247,1.52,15.6,0.67,1.83,2.44,0,5,0,0,8,2234647
10,12742,4681,5.1,8143,21.79,2.87,4.23,2.65,1.21,0,6,0,1,7.82,6244330
5,3213,2222,3.2,759,2.42,19.29,1.2,0.65,0.14,1,3,0,1,7.69,1861983
7,15797,2943,3.5,12957,24.95,2.06,8.01,7.03,1.31,0,5,1,1,7.75,3622225
5,4027,2741,2.1,1631,2.06,22.63,0.79,1.89,1.48,1,5,0,0,7.59,1131031
10,34285,6926,5.6,28435,24.75,7.34,9.89,3.77,0.2,0,6,0,0,8.5,10549814
4,2322,2186,3.4,7,2.13,15.79,1.51,0.11,1.78,0,3,0,0,7.65,1530827
4,5132,2472,2,3768,2.46,18.55,1.96,0.64,0.39,0,3,1,1,8.46,1975955
7,3649,3166,4.6,1097,0.2,16.92,0.63,1.12,0.43,0,5,1,1,7.95,3211033
3,5227,1188,2.3,4376,1.66,20.06,1.01,1.43,1.42,0,3,0,1,7.76,250000
4,6894,1467,3.4,5738,26.29,0.58,7.33,7.45,1.41,0,1,0,1,7.5,832246
